sample,piece,field,analysis,Host,Li,B,Na,Mg,Al,Si,P,K,Ti,Mn,Rb,Sr,Nb,Sn,Cs,Ba,Ta,W,Ca,Fe,NbTa,Nb/Ta,Li/Na,K/Na,K/Cs,K/Rb,Cs/Na,Rb/Na,Rb/Cs,Ta#,Mn#,Na%,Li%,K%,Rb%,Cs%,B%,P%,Alkalis,Alkalis%,Time,Info
BU18FA20,J,ff1,M1,trolleite,54.67128288125426,,,77.52551906393276,237993.44841114167,,198291.81922529527,,88.76440287358129,,,,0.2846117196815381,37.71459392104957,,,5.709236126180041,,,5304.972198405403,5.99384784586158,0.049851103263435566,,,,,,,,95.2516025264464,,,0.005467128288125425,,,,,19.82918192252953,54.67128288125426,0.005467128288125425,14:04:00,matrix-Trl
BU18FA20,J,ff1,M2,trolleite,45.960265454130216,,,48.43001920741582,237993.44841114167,,195721.1287357763,,60.52112145344193,,,,,,,,,,,3983.9282801083173,,,,,,,,,,,,,0.004596026545413022,,,,,19.57211287357763,45.960265454130216,0.004596026545413022,14:08:00,matrix-Trl
BU18FA20,B,ff4,M3,bertossaite,20798.36958952455,,6101.376021480487,611.3914280104776,170887.44605727738,,156144.785666445,36.10297490066174,144.54777477701307,6473.654432085591,,,,,,,0.6104666892319353,,107267.85214434518,18885.80992331417,0.6104666892319353,,3.408799837332082,0.0059171856927941685,,,,,,100.0,25.527567701591312,0.6101376021480487,2.079836958952455,0.0036102974900661744,,,,15.6144785666445,26935.8485859057,2.6935848585905697,14:30:00,matrix-Bts
BU18FA20,B,ff4,M4,bertossaite,21007.229242339432,,5738.962456350232,708.7422967613072,170887.44605727738,,156026.05994591833,,152.59720105948222,6253.36913965988,,,,,,,0.701679396127614,,108008.3949192344,18766.69543778613,0.701679396127614,,3.6604576876251693,,,,,,,100.0,24.99341726438585,0.5738962456350232,2.1007229242339434,,,,,15.602605994591833,26746.191698689665,2.6746191698689668,14:33:00,matrix-Bts
BU18FA19,A,ff7b,M2,trolleite,71.28350290677467,,,73.0967788004009,237993.44841114167,,154106.09701727686,,355.9573092509303,7.8110620101375945,,,2.9443329792033595,79.80688975911836,,,17.812030171556096,,,4641.017693294163,20.756363150759455,0.1653002465662305,,,,,,,,85.8147934789066,0.16802214969147217,,0.007128350290677467,,,,,15.410609701727687,71.28350290677467,0.007128350290677467,09:52:00,trl-matrix
BU18FA19,A,ff7b,M,trolleite,119.72284772859852,,,89.67092165505059,237993.44841114167,,157104.61848759244,,392.3856561499033,8.853939599692886,,,3.6748892441418755,93.97202298624289,,,22.49558460252549,,,5040.614775560717,26.170473846667367,0.16336046869078966,,,,,,,,85.95788037437522,0.17534398367713455,,0.011972284772859852,,,,,15.710461848759243,119.72284772859852,0.011972284772859852,09:46:00,trl-matrix
BU18FA04,A,ff3,M,bertossaite,22177.418660951967,,6365.787061696302,620.8709021891989,170940.3687720675,2649.6454809571374,173526.79000412356,,214.08171128418536,5504.505727466429,,496.283299738548,0.1563021625470589,4.998766916033262,,87.20273992308468,3.9071254350548994,,116354.47391944597,11264.8862695145,4.063427597601958,0.04000438817364528,3.4838455081848614,,,,,,,96.15344044423726,32.82471856139704,0.6365787061696302,2.2177418660951966,,,,,17.352679000412355,28543.20572264827,2.854320572264827,15:12:00,bts-matrix
BU18FA04,B,ff5,4,trolleite,165.90062935752175,,,319.4678122577018,237993.44841114167,,196940.0769600663,,261.11314167699254,12.259361574766906,,,2.598382825557621,133.61861159604751,,21.921323945061175,25.367838753340905,,,2602.7450978847874,27.966221578898526,0.10242823012328624,,,,,,,,90.70885275571803,0.46880843856383175,,0.016590062935752176,,,,,19.69400769600663,165.90062935752175,0.016590062935752176,14:09:00,trl-matrix
BU18FA19,B,ff1,M,trolleite,67.09212138293206,,,44.85929634406116,237993.44841114167,2257.879036980428,150284.8611221107,,283.9140271457254,,,,1.0891736860231638,80.73448012942549,,,38.806082013424955,,,3534.7352752090173,39.89525569944812,0.028067087155213565,,,,,,,,97.26991676847874,,,0.006709212138293207,,,,,15.028486112211072,67.09212138293206,0.006709212138293207,13:03:00,trl-matrix
BU18FA04,B,ff6,3,bertossaite,19414.674343289393,,6589.905777668681,526.4867770126823,170903.32287171442,3754.45216678911,130681.8067575213,37.90467357630232,164.0091764445814,6534.08923758366,,359.9243169167868,0.5932787598551155,3.787403635006607,,87.34982734363155,6.739883399215307,,108489.70900850532,12481.928002700395,7.333162159070422,0.08802507769261826,2.9461232069630205,0.005751929519956187,,,,,,91.90964624829296,34.360976617867514,0.6589905777668681,1.9414674343289393,0.0037904673576302323,,,,13.068180675752131,26042.48479453438,2.604248479453438,16:16:00,Bst-matrix-2shots-10hz
BU18FA04,B,ff6,7,bertossaite,19094.35805243374,,13450.339166478894,286.651910089497,170903.32287171442,,128797.94915342807,67.74864637515459,615.1895409836443,13167.411479307955,,1081.876582084482,,,,527.9266049697517,,,94338.77690473225,20397.83132078345,,,1.4196190754818245,0.005036947064056096,,,,,,,39.22930502165799,1.3450339166478895,1.9094358052433742,0.006774864637515459,,,,12.879794915342806,32612.44586528779,3.261244586528779,16:22:00,Bst-matrix-2shots
BU18FA04,B,ff7,4,bertossaite,20529.40600510775,,6213.245677522592,650.2751153834388,170903.32287171442,3221.862098591307,120894.2443070137,,169.8825185898734,6506.153406718075,,314.877108904332,0.33800832403478126,6.661214218890437,,88.95199209442686,3.124435374188698,,116751.89637243902,11798.241044727656,3.462443698223479,0.10818221008093333,3.3041355630562226,,,,,,,90.23786800610772,35.5442154832071,0.6213245677522592,2.052940600510775,,,,,12.089424430701369,26742.65168263034,2.674265168263034,16:54:00,Bst-matrix-2shots
BU18FA19,F,r7,M,rosemaryite,45.22823359735491,,7169.544264403933,2025.2932853397172,44878.462142016484,322.007857545327,37094.795044461454,102.519929328463,35.65469755612054,26818.080120211052,0.43642517671423076,27.755841446319,1.2130652736714072,1.0065434755834215,,2.9873741048344873,1.1271817881623,1.190563396560955,4922.464501745477,97853.32175920978,2.3402470618337072,1.0761931095862782,0.00630838334061323,0.014299364861650152,,234.9083755898725,,6.087209460175006e-05,,48.16507652312117,21.511011920880502,0.7169544264403933,0.004522823359735491,0.0102519929328463,4.3642517671423076e-05,,,3.7094795044461453,7317.728852506465,0.7317728852506465,17:04:00,Rsm-matrix
BU18FA19,F,r7,M2,rosemaryite,10.267765418477744,,19053.103767248074,2740.4127580646655,44878.462142016484,523.566178233956,71194.13311683694,71.92004416128123,22.233596384001682,94730.32189630071,,9.097847625156588,0.5582743329124036,,,1.945563526773633,0.4660192399205182,,5602.383810230211,221075.3189057869,1.0242935728329217,1.197964129136857,0.0005389025086887858,0.0037747153975464316,,,,,,45.496647863525475,29.996399575290454,1.9053103767248074,0.0010267765418477744,0.0071920044161281225,,,,7.119413311683694,19135.291576827833,1.9135291576827833,17:07:00,Rsm-matrix
BU18FA19,F,r7,B-st,bertossaite,9702.53538463149,,5846.804285716188,231.61422427534401,170903.32287171442,,75157.3637137233,42.840778553053774,232.25672551670226,4834.564210919434,,405.84044189847236,,5.421326665454678,,182.37445690960743,0.4884194225599047,,45819.21108785653,22760.454539220867,0.4884194225599047,,1.659459580053825,0.007327212689111948,,,,,,100.0,17.51969895253234,0.5846804285716188,0.970253538463149,0.004284077855305378,,,,7.51573637137233,15592.180448900734,1.5592180448900732,17:12:00,Bst-matrix
BU18FA19,E,ff11,1,bertossaite,19753.9163435171,,8243.93298908516,102.58748884945591,170903.32287171442,2111.317197285675,142356.92579574985,56.650205992157495,448.627253015741,7272.835637579255,,425.54280010837385,,,,230.2788221431582,0.3364625588580435,,103887.28145625978,16391.910482244573,0.3364625588580435,,2.39617623889847,0.006871745084192398,,,,,,100.0,30.73278538782565,0.8243932989085161,1.97539163435171,0.00566502059921575,,,,14.235692579574986,28054.499538594417,2.805449953859442,09:52:00,Bts-matrix-2shots
BU18FA19,E,ff11,12,bertossaite,18159.537828575525,,13281.759744186074,105.98690344160042,170903.32287171442,1096.666147799985,125773.73152974935,175.04624473378007,921.9350327779572,13109.94511627635,,451.27023398329743,,2.6848898175926434,,1506.169798204411,,,84239.22260770912,29022.623841016837,,,1.36725390146623,0.013179446707760573,,,,,,,31.11594056741467,1.3281759744186075,1.8159537828575525,0.017504624473378007,,,,12.577373152974936,31616.34381749538,3.161634381749538,10:14:00,Bts-matrix-3shots
BU18FA19,E,ff11,M,bertossaite,23274.12238125362,,8815.196628042957,131.37442888670685,170903.32287171442,1285.3483579111248,124657.6190197144,51.38428495888127,382.7187507163322,6834.733020353445,,757.9069388973045,0.05839937412962964,1.009223193059635,,226.49924706419816,0.19402414037018823,,106692.70588365765,15450.966806584607,0.25242351449981787,0.30099024800834884,2.640227253378993,0.005829057152896314,,,,,,76.86452696558435,30.668693706858136,0.8815196628042957,2.327412238125362,0.005138428495888127,,,,12.46576190197144,32140.703294255454,3.214070329425546,10:19:00,Bts-matrix
BU18FA20,B,ff2,6,bertossaite,17495.567440185157,,5252.964442320064,559.7914218485081,170903.32287171442,3561.0949034169785,106217.61873200788,41.74254880190103,151.70528876486793,6871.355689904291,,2055.9149883777663,0.09746224788995948,,,144.3102545052327,0.525565384622892,,107707.52620899251,16126.833753790754,0.6230276325128515,0.18544266944043772,3.3306083892808402,0.00794647465450284,,,,,,84.35667331529648,29.87781149784412,0.5252964442320064,1.7495567440185158,0.004174254880190103,,,,10.621761873200787,22790.274431307123,2.2790274431307123,10:41:00,Bts-matrix-2shots
BU18FA20,B,ff4,10,bertossaite,19847.357942980536,,5281.837886884156,850.4202521470976,170903.32287171442,2999.759755561965,134603.33906411164,28.47377559007476,156.00455178180175,6516.949067829142,,1413.9224355359322,,,,149.3919600510831,0.7862517522314205,,110237.43433618471,16338.68105213188,0.7862517522314205,,3.757661323204454,0.0053908840445066955,,,,,,100.0,28.51353926198494,0.5281837886884156,1.9847357942980537,0.002847377559007476,,,,13.460333906411163,25157.66960545477,2.515766960545477,12:07:00,Bst-matrix-3shots
BU18FA22,C,ff1,scz,scorzalite,180.2322397945518,,308.4572472164587,8069.125631186945,170675.75519811694,1076.6124542748846,108864.32299196122,,41.07069108489927,4020.161345963415,,,37.78142388782891,104.47423198911724,,,48.32642944843709,,,261444.1429566767,86.107853336266,0.7817963031624465,0.5843021728974793,,,,,,,56.12313810647915,1.5143886695140254,0.03084572472164587,0.018023223979455178,,,,,10.886432299196121,488.6894870110105,0.04886894870110105,13:31:00,Scz-matrix
BU18FA22,C,ff1,trl,trolleite,267.87543205730367,,,88.52956834042921,238004.03295409968,,109550.81719032195,,,11.88219449909229,,,0.31584242477022245,6.134608614317547,,,,,,3392.553773832602,0.31584242477022245,,,,,,,,,,0.3490209423711096,,0.026787543205730367,,,,,10.955081719032195,267.87543205730367,0.026787543205730367,13:27:00,Trl-matrix
BU18FA22,C,ff2,3 (copy),bertossaite,21276.022234449163,,15107.932866291414,103.2045363862061,170903.32287171442,1446.5167475333394,117764.75550644076,114.32110666072788,,11186.384533518269,,1167.598540573407,,,,491.2969012766105,,,87007.68597674539,30344.269732495995,,,1.4082682536880935,0.007566958873361117,,,,,,,26.935247544781422,1.5107932866291414,2.1276022234449163,0.011432110666072788,,,,11.776475550644076,36498.2762074013,3.6498276207401306,13:22:00,Bst-matrix-2shots
BU18FA22,C,ff1,1,bertossaite,20656.64086918029,,8995.678716723978,98.3789091772254,170903.32287171442,2348.4906292747596,130054.65966516445,149.0082092996238,149.86888949355043,7757.316706735364,,2873.6038240914836,,,,74.51442247775402,,,100633.13764685747,18970.59673869556,,,2.2962848629506154,0.016564420983888717,,,,,,,29.023278313786445,0.8995678716723978,2.065664086918029,0.014900820929962378,,,,13.005465966516445,29801.32779520389,2.9801327795203894,13:08:00,Bts-matrix-3shots
BU18FA22,C,ff6,ms,montebrasite,49790.81870504893,,162.04192197347624,2.440804244222899,193072.64809729307,,119693.63583640153,68.64487623043286,73.73787827871858,,,,20.238920569891363,195.85253369454418,,,74.54741062888478,,,434.6220371302162,94.78633119877614,0.2714905910098696,307.2712178345979,0.42362417943715186,,,,,,78.64784899475814,,0.016204192197347624,4.979081870504893,0.006864487623043286,,,,11.969363583640153,50021.50550325284,5.002150550325284,13:37:00,Mbs-matrix
BU18FA22,C,ff6,scz,scorzalite,28.670742118436642,,,9732.802793003928,170675.75519811694,1699.7967150312418,134501.47927204525,,41.99672365530444,3805.2216118027463,,,104.8340819137868,206.03415313870786,,,159.85730495544044,,,264469.1603179467,264.69138686922724,0.6557978813855824,,,,,,,,60.393844637800456,1.4184066269880309,,0.0028670742118436644,,,,,13.450147927204526,28.670742118436642,0.0028670742118436644,13:41:00,Scz-matrix
BU18FA22,C,ff7,ms,montebrasite,55630.192017116555,,,6.780140482495984,193072.64809729307,2320.3986244058965,121823.24343708709,,35.8192766039534,,,,255.5008685175927,657.9267730037884,,,36.30335266328907,,,396.67044634166666,291.80422118088177,7.037941395863475,,,,,,,,12.440996403813354,,,5.563019201711655,,,,,12.182324343708709,55630.192017116555,5.563019201711655,13:45:00,Mbs-matrix
BU18FA32,A,ff1,2,brazilianite,3.970584628816189,,58373.75121729075,38.513548519956196,225821.22400941548,492.9489632423284,85882.75141801641,168.28934906583885,152.382586008472,2.355236844384663,,3.55770101372739,1.5574120868340515,3.78536102478678,,2.6417103220968943,1.7421409227018787,,344.5415185862687,825.9966354052403,3.2995530095359302,0.8939644701179902,6.802003547855036e-05,0.0028829627282200474,,,,,,52.79930092551852,0.2843280643512458,5.8373751217290755,0.0003970584628816189,0.016828934906583885,,,,8.588275141801642,58546.01115098541,5.85460111509854,13:59:00,Brz-matrix-3shots
BU18FA32,A,ff1,5,brazilianite,5.621368921188267,,62934.667334249396,39.15843616674737,225821.22400941548,823.2890677668129,96718.93380570806,184.20787774699093,150.17913703357084,3.7135714624808713,,4.074882520146573,1.6335086459863406,4.293030408411288,,3.302189006648557,1.968265407096005,,,859.8937613442492,3.6017740530823454,0.8299229565775038,8.932070604795406e-05,0.0029269699126024296,,,,,,54.64710939909161,0.43000693965991893,6.29346673342494,0.0005621368921188267,0.018420787774699094,,,,9.671893380570806,63124.49658091758,6.312449658091757,14:19:00,Brz-matrix-3shots
BU18FA02a,B,ff4,M,brazilianite,,,69703.9646629907,54.17209962940862,225821.22400941548,1313.4517208094603,100472.06698180707,613.3283257772647,247.70389419968149,7.35655644235606,,4.713842067599308,0.6427088737971363,12.413678305007123,,1.770046023359714,2.111239227064857,,,886.4469814384265,2.7539481008619933,0.3044225711411492,,0.008799045057804456,,,,,,76.66227357022571,0.8230619068479559,6.97039646629907,,0.06133283257772647,,,,10.047206698180707,70317.29298876796,7.031729298876796,17:26:00,Brz-matrix
BU18FA32,B,ff1,6 (copy),brazilianite,4.024545073806789,,71355.94432023675,46.57118956398906,225821.22400941548,940.8319182188739,132781.48154594333,298.7994410312117,184.3998809311806,4.6500691327823285,,4.832400453055207,4.847678831742321,9.431975303143442,,4.263610668873406,6.24472035226659,,973.5615510256312,988.2086691991343,11.092399184008912,0.7762843743647868,5.640097839284591e-05,0.0041874498877099335,,,,,,56.29729194446176,0.4683515341361474,7.135594432023676,0.0004024545073806789,0.02987994410312117,,,,13.278148154594334,71658.76830634176,7.165876830634177,16:09:00,Brz-matrix
BU18FA32,B,ff1,M,brazilianite,6.072850096793989,,66996.6368597314,51.61194219450954,225821.22400941548,,113540.78370741155,269.6532670784367,209.42781636948257,4.023687417914092,,4.171274208037075,2.9103322003948917,5.528180396888642,,2.9606010080443492,2.9008228143422534,,,966.1868637747177,5.811155014737145,1.0032781685270888,9.064410366610656e-05,0.004024877661292173,,,,,,49.91817989686626,0.41472311478863755,6.69966368597314,0.0006072850096793988,0.026965326707843674,,,,11.354078370741155,67272.36297690663,6.727236297690663,16:13:00,Brz-matrix
BU18FA32,AII,incC,3,wyllieite,62.502766963820825,,86178.0446253627,2142.595869330513,41173.87210670852,1334.307401468647,126264.05892648453,452.39439776738925,17.56675922756515,129446.7613953324,,,,,,,,,4830.283576254034,263565.60496783396,,,0.0007252748334629294,0.00524953193976563,,,,,,,32.937070808534315,8.61780446253627,0.006250276696382082,0.04523943977673892,,,,12.626405892648453,86692.94179009392,8.669294179009391,09:35:00,Wyl-matrix-2shots
BU18FA32,AII,incC,M,wyllieite,65.31668258355027,,71865.6081856489,2008.8037285079063,41173.87210670852,552.9886893934882,97256.70277516269,412.8970432208428,11.545970628699807,117685.54799053278,,0.06717385805949379,0.02125386102376575,0.6105824152791675,,,,0.4305143258878657,4104.374231497281,237670.08254115545,0.02125386102376575,,0.0009088726058620289,0.005745405259136117,,,,,,,33.11768208497216,7.186560818564891,0.0065316682583550275,0.04128970432208428,,,,9.725670277516269,72343.8219114533,7.23438219114533,09:26:00,Wyl-matrix
BU18FA32,AII,incC,M2,wyllieite,65.35400999504266,,67526.1084385695,1880.8421269472908,41173.87210670852,638.1156974729254,95043.05059165884,409.5840393923038,14.934415787030595,117440.31647848594,,,0.05197754219083697,,,,,1.1672416566677533,4099.222755674715,232878.72735757357,0.05197754219083697,,0.0009678332056481107,0.006065565584383032,,,,,,,33.523817373012996,6.75261084385695,0.006535400999504266,0.04095840393923038,,,,9.504305059165885,68001.04648795685,6.800104648795685,09:30:00,Wyl-matrix
BU18FA19(2),A,ff1,1 (copy),augelite,,,,,,,372378.26735657366,,67728.1600793383,,,,4632.836726077491,2641.2459671631295,,,12510.73347977363,,,8037.317214085155,17143.57020585112,0.3703089617860933,,,,,,,,72.97624316027068,,,,,,,,37.237826735657364,,,11:08:00,rutile-inclusion
BU18FA19(2),A,ff1,6,augelite,,,,,269112.00470772857,1356.332403581459,97782.91200696799,,,,,,,,,,,,,389.0669696791635,,,,,,,,,,,,,,,,,,9.778291200696799,,,11:34:00,Aug-matrix
BU18FA19(2),A,ff1,6,augelite,,,,,269112.00470772857,,105874.054643006,,,,,,,,,,,,,125.17998669023467,,,,,,,,,,,,,,,,,,10.5874054643006,,,11:38:00,Aug-matrix
BU18FA19(2),A,ff2b,3,augelite,,,,,269112.00470772857,2111.3200137198037,96391.48795356271,,15.575839848025373,,,,,,,,,,,393.23771053437633,,,,,,,,,,,,,,,,,,9.639148795356272,,,10:50:00,Aug-matrix
BU18FA19(2),A,ff2b,6,augelite,,,,,269112.00470772857,2290.7665111269635,98699.60952835364,,,,,,,,,,,,,355.91845036675517,,,,,,,,,,,,,,,,,,9.869960952835363,,,10:55:00,Aug-matrix
BU18FA19(2),A,ff5,1,augelite,,,,,269112.00470772857,,95261.87735154698,,,,,,,,,,,,,423.5735570049138,,,,,,,,,,,,,,,,,,9.526187735154698,,,11:50:00,Aug-matrix-2shots
BU18FA19(2),A,ff5,2,augelite,,,,,269112.00470772857,,106357.7721758319,,,,,,,,,,,,,500.0454863933493,,,,,,,,,,,,,,,,,,10.63577721758319,,,11:58:00,Aug-matrix-2shots
BU18FA20,C,ff1,M,bertossaite,21421.45519754921,,6393.018248158295,550.1249664880663,170903.32287171442,2377.8350354384697,145189.97743258544,61.88145947800262,154.1032069368441,6361.206693119119,,2397.9048939593263,,,,192.10670956995503,0.44008841935265064,,112013.34684391147,15466.18059237875,0.44008841935265064,,3.350757711933689,0.009679537438490727,,,,,,100.0,29.143234643321282,0.6393018248158295,2.142145519754921,0.006188145947800262,,,,14.518997743258543,27876.354905185508,2.787635490518551,14:33:00,Bts-matrix
BU18FA20,D,ff1,Ms,montebrasite,393.685280227552,,724.8992698931712,658.7371649297128,193072.64809729307,1784.5561130814892,202123.24272115622,301.9779706806144,1000.4086136601602,405.93642706296606,,298.99937777318917,16.970939192266112,506.2100504391669,,691.9969797695635,135.12253628050087,,1636.6168279808508,1051.6907790801156,152.09347547276698,0.12559665959078906,0.5430896354545504,0.4165792175857993,,,,,,88.84177040500015,27.849125301186174,0.07248992698931712,0.0393685280227552,0.03019779706806144,,,,20.212324272115623,1420.5625208013375,0.14205625208013375,13:29:00,Mbs-matrix-dark
BU18FA20,D,ff1,Ms2,montebrasite,54730.488012185364,,,2.0739372643922676,193072.64809729307,,166983.20875000602,,900.9377295501173,,,,16.120802406441804,268.5025969995442,,,226.49203923499778,,,531.647769762251,242.6128416414396,0.07117602217230955,,,,,,,,93.35533836652104,,,5.473048801218536,,,,,16.6983208750006,54730.488012185364,5.473048801218536,13:33:00,Mbs-matrix-clear
BU18FA22,A,ff3b,Trl,trolleite,134.50580693283672,,,193.20062292260835,237993.44841114167,1729.1981287738515,176521.2822799157,,,9.79404589715489,,,0.7452297030423396,22.367224787083718,,,,,,3849.423004785,0.7452297030423396,,,,,,,,,,0.25378323552503207,,0.013450580693283672,,,,,17.65212822799157,134.50580693283672,0.013450580693283672,15:25:00,Trl-matrix
BU18FA04,C,ff8,2,trolleite,16.076896115795645,,,16.570506720515912,237993.44841114167,,176359.75553388562,,144.81585579916583,,,,,,,,,,,1853.0420726747784,,,,,,,,,,,,,0.0016076896115795644,,,,,17.635975553388562,16.076896115795645,0.0016076896115795644,16:35:00,Trl-matrix-2shots
BU18FA19(2),B,ff2,M,rosemaryite,,,80.89434374792894,54.314967300312134,44878.462142016484,,31655.504161948946,,21.821708114966015,63690.6804640206,,1.289934740092973,8.053210472882991,,,0.559943660976898,0.9306174216636877,,5589.238839524768,38731.794727305154,8.983827894546678,8.653621010539506,,,,,,,,10.358807321193082,62.18428166771604,0.008089434374792894,,,,,,3.1655504161948946,80.89434374792894,0.008089434374792894,16:20:00,Rsm-matrix
BU18FA19(2),B,ff2,wyl,wyllieite,,,63115.83591133391,2905.4903157321496,41173.87210670852,760.1361820546446,119672.85975222492,73.46208122380746,12.277465720880294,143958.90239786185,,1.6240401419926918,0.07059408387957058,,,,,1.0282100839360486,8462.19124560547,207827.75130545278,0.07059408387957058,,,0.0011639247133953532,,,,,,,40.922218305436935,6.311583591133391,,0.007346208122380746,,,,11.967285975222492,63189.29799255772,6.318929799255772,16:24:00,Wyl-matrix
